2024-07-01 16:24:25,816: e
2024-07-01 16:24:25,908: g
2024-07-01 16:24:25,908: j
2024-07-01 16:24:25,959: h
2024-07-01 16:24:25,992: f
2024-07-01 16:24:26,184: k
2024-07-01 16:24:26,223: a
2024-07-01 16:24:26,331: h
2024-07-01 16:24:26,461: w
2024-07-01 16:24:26,477: k
2024-07-01 16:24:26,511: u
2024-07-01 16:24:26,608: e
2024-07-01 16:24:26,695: h
2024-07-01 16:24:26,807: a
2024-07-01 16:24:26,807: k
2024-07-01 16:24:26,845: u
2024-07-01 16:24:26,975: h
2024-07-01 16:24:26,983: f
2024-07-01 16:24:27,170: k
2024-07-01 16:24:27,277: s
2024-07-01 16:24:27,280: j
2024-07-01 16:24:27,345: g
2024-07-01 16:24:27,522: d
2024-07-01 16:24:27,553: k
2024-07-01 16:24:27,680: h
2024-07-01 16:24:27,824: k
2024-07-01 16:24:28,004: h
2024-07-01 16:24:28,090: e
2024-07-01 16:24:28,145: i
2024-07-01 16:24:28,158: l
2024-07-01 16:24:28,273: r
2024-07-01 16:24:28,532: e
2024-07-01 16:24:28,532: w
2024-07-01 16:24:28,548: o
2024-07-01 16:24:28,644: e
2024-07-01 16:24:28,648: r
2024-07-01 16:24:28,652: u
2024-07-01 16:24:28,757: p
2024-07-01 16:24:28,859: a
2024-07-01 16:24:29,035: w
2024-07-01 16:24:29,220: l
2024-07-01 16:24:29,268: a
2024-07-01 16:24:29,390: h
2024-07-01 16:24:29,452: f
2024-07-01 16:24:29,640: ;
2024-07-01 16:24:29,644: a
2024-07-01 16:24:29,850: h
2024-07-01 16:24:29,882: f
2024-07-01 16:24:30,002: l
2024-07-01 16:24:30,007: e
2024-07-01 16:24:30,171: f
2024-07-01 16:24:30,322: k
2024-07-01 16:24:30,353: a
2024-07-01 16:24:30,353: u
2024-07-01 16:24:30,537: d
2024-07-01 16:24:30,630: ;
2024-07-01 16:24:30,671: w
2024-07-01 16:24:30,822: p
2024-07-01 16:24:30,822: e
2024-07-01 16:24:30,837: i
2024-07-01 16:24:31,051: a
2024-07-01 16:24:31,223: f
2024-07-01 16:24:31,290: l
2024-07-01 16:24:31,342: i
2024-07-01 16:24:31,395: s
2024-07-01 16:24:31,459: h
2024-07-01 16:24:31,524: e
2024-07-01 16:24:31,580: f
2024-07-01 16:24:31,755: a
2024-07-01 16:24:31,759: ;
2024-07-01 16:24:31,890: o
2024-07-01 16:24:31,983: ;
2024-07-01 16:24:31,991: w
2024-07-01 16:24:32,006: e
2024-07-01 16:24:32,187: o
2024-07-01 16:24:32,224: Key.caps_lock
2024-07-01 16:24:32,259: a
2024-07-01 16:24:32,473: d
2024-07-01 16:24:32,594: j
2024-07-01 16:24:32,637: a
2024-07-01 16:24:32,757: .
2024-07-01 16:24:32,825: f
2024-07-01 16:24:32,892: h
2024-07-01 16:24:33,023: a
2024-07-01 16:24:33,140: i
2024-07-01 16:24:33,212: w
2024-07-01 16:24:33,275: f
2024-07-01 16:24:33,358: h
2024-07-01 16:24:33,376: r
2024-07-01 16:24:33,424: s
2024-07-01 16:24:33,457: e
2024-07-01 16:24:33,498: u
2024-07-01 16:24:33,548: i
2024-07-01 16:24:33,615: g
2024-07-01 16:24:33,680: f
2024-07-01 16:24:33,790: s
2024-07-01 16:24:33,821: u
2024-07-01 16:24:33,874: a
2024-07-01 16:24:33,959: h
2024-07-01 16:24:34,007: d
2024-07-01 16:24:34,174: a
2024-07-01 16:24:34,233: k
2024-07-01 16:24:34,279: h
2024-07-01 16:24:34,358: r
2024-07-01 16:24:34,457: u
2024-07-01 16:24:34,559: e
2024-07-01 16:24:34,775: u
2024-07-01 16:24:34,797: i
2024-07-01 16:24:34,857: a
2024-07-01 16:24:34,941: h
2024-07-01 16:24:35,037: w
2024-07-01 16:24:35,106: k
2024-07-01 16:24:35,287: h
2024-07-01 16:24:35,456: o
2024-07-01 16:24:35,456: i
2024-07-01 16:24:35,485: Key.caps_lock
2024-07-01 16:24:35,637: h
2024-07-01 16:24:35,819: u
2024-07-01 16:24:35,914: d
2024-07-01 16:24:35,928: g
2024-07-01 16:24:36,056: s
2024-07-01 16:24:36,093: k
2024-07-01 16:24:36,142: u
2024-07-01 16:24:36,245: u
2024-07-01 16:24:36,274: g
2024-07-01 16:24:36,327: d
2024-07-01 16:24:36,440: k
2024-07-01 16:24:36,503: a
2024-07-01 16:24:36,621: h
2024-07-01 16:24:36,729: s
2024-07-01 16:24:36,756: d
2024-07-01 16:24:36,879: Key.shift
2024-07-01 16:24:36,951: H
2024-07-01 16:24:37,136: d
2024-07-01 16:24:37,136: k
2024-07-01 16:24:37,152: u
2024-07-01 16:24:37,290: g
2024-07-01 16:24:37,439: k
2024-07-01 16:24:37,480: a
2024-07-01 16:24:37,480: s
2024-07-01 16:24:37,491: u
2024-07-01 16:24:37,580: h
2024-07-01 16:24:37,602: f
2024-07-01 16:24:37,781: h
2024-07-01 16:24:37,787: l
2024-07-01 16:24:37,787: s
2024-07-01 16:24:37,938: h
2024-07-01 16:24:38,388: f
2024-07-01 16:24:38,388: l
2024-07-01 16:24:38,403: s
2024-07-01 16:24:38,523: .
2024-07-01 16:24:38,538: f
2024-07-01 16:24:38,767: s
2024-07-01 16:24:38,921: e
2024-07-01 16:24:38,994: u
2024-07-01 16:24:38,994: f
2024-07-01 16:24:39,018: g
2024-07-01 16:24:39,203: s
2024-07-01 16:24:39,284: e
2024-07-01 16:24:39,304: .
2024-07-01 16:24:39,397: f
2024-07-01 16:24:39,540: h
2024-07-01 16:24:39,589: s
2024-07-01 16:24:39,637: .
2024-07-01 16:24:39,945: f
2024-07-01 16:24:40,046: s
2024-07-01 16:24:40,102: .
2024-07-01 16:24:40,154: e
2024-07-01 16:24:40,352: f
2024-07-01 16:24:40,505: s
2024-07-01 16:24:40,521: k
2024-07-01 16:24:40,537: .
2024-07-01 16:24:40,766: h
2024-07-01 16:24:40,787: f
2024-07-01 16:24:40,953: u
2024-07-01 16:24:40,969: s
2024-07-01 16:24:41,122: e
2024-07-01 16:24:41,122: g
2024-07-01 16:24:41,193: f
2024-07-01 16:24:41,387: s
2024-07-01 16:24:41,387: .
2024-07-01 16:24:41,524: f
2024-07-01 16:24:41,720: s
2024-07-01 16:24:41,720: u
2024-07-01 16:24:41,774: .
2024-07-01 16:24:41,969: f
2024-07-01 16:24:42,138: s
2024-07-01 16:24:42,153: e
2024-07-01 16:24:42,275: u
2024-07-01 16:24:42,374: f
2024-07-01 16:24:42,374: h
2024-07-01 16:24:42,489: s
2024-07-01 16:24:42,533: u
2024-07-01 16:24:42,672: h
2024-07-01 16:24:42,689: f
2024-07-01 16:24:42,870: s
2024-07-01 16:24:42,889: u
2024-07-01 16:24:43,037: e
2024-07-01 16:24:43,084: f
2024-07-01 16:24:43,207: u
2024-07-01 16:24:43,261: s
2024-07-01 16:24:43,322: e
2024-07-01 16:24:43,351: g
2024-07-01 16:24:43,458: f
2024-07-01 16:24:43,525: u
2024-07-01 16:24:43,558: e
2024-07-01 16:24:43,576: s
2024-07-01 16:24:44,355: Key.esc
